LASTNAME,FIRSTNAME,MIDDLENAME,NAMESUFFIX,RADDNUMBER,RHALFCODE,RPREDIRECTION,RSTREETNAME,RPOSTDIRECTION,RAPARTMENTTYPE,RAPARTMENT,RADDRNONSTD,RCITY,RZIP5,RZIP4,MAILADD1,MAILADD2,MAILADD3,MAILADD4,DOB,GENDER,ENROLLMENT,OTHERPARTY,COUNTYCODE,ED,LD,TOWNCITY,WARD,CD,SD,AD,LASTVOTERDATE,PREVYEARVOTED,PREVCOUNTY,PREVADDRESS,PREVNAME,COUNTYVRNUMBER,REGDATE,VRSOURCE,IDREQUIRED,IDMET,STATUS,REASONCODE,INACT_DATE,PURGE_DATE,SBOEID,voterhistory
CHURCH,LUIS,,,1826,,,AMANDA PINE,,APT,,,ENDWELL,13790,,,,,,19360204,M,DEM,,04,1,10,Vestal,13,19,52,123,20050615,,,,,3234768,20150106,CBOE,Y,N,A,,,,NY1a644080-0545-,2025 General Election(P);2021 Primary Election(P);2019 General Election(A);2017 General Election(P);2015 General Election(P)
PATEL,CHRISTOPHER,,,638,,,ALLEN BRANCH,,APT,,,ENDWELL,13795,,,,,,19770720,M,REP,,04,19,13,Chenango,7,19,52,123,20040902,,,,,2492880,20171115,CBOE,N,Y,A,,,,NY62400786-02c2-,2025 Primary Election(A);2025 General Election(P);2021 General Election(A);2021 Primary Election(P);2019 General Election(P)
JONES,DANA,,,298,,,JOSHUA CROSSING,,APT,,,ENDICOTT,13790,,,,,,19481228,M,DEM,,04,30,4,Conklin,2,19,52,121,20101210,,,,,2810059,20001005,DMV,Y,N,A,,,,NY5fb2cf8f-1fd6-,2020 Primary Election(E);2017 General Election(P)
DECKER,CHRISTOPHER,A,,864,,,HOPKINS FORKS,,,,,ENDICOTT,13904,,,,,,19260403,F,BLK,,04,18,1,Chenango,2,19,52,124,20080224,,,,,8682480,19801028,AGCY,N,N,A,,,,NY3b8d0dbb-617d-,2024 General Election(P);2024 Primary Election(P);2023 General Election(P);2022 Primary Election(P);2022 General Election(E);2020 Presidential Primary Election(P);2018 General Election(P);2017 General Election(M);2016 Primary Election(P);2016 General Election(A);2015 General Election(P);2013 General Election(P);2012 Primary Election(P);2012 General Election(P);2012 Presidential Primary Election(P);2006 General Election(A);2004 General Election(A);2004 Presidential Primary Election(E);2003 General Election(P);2002 Primary Election(E);2001 General Election(A);2000 Primary Election(P);2000 General Election(P)
ANDERSON,CHRISTOPHER,,,3899,,,CHRISTIAN RIVER,,,,,JOHNSON CITY,13790,,,,,,19490318,M,DEM,,04,12,8,Union,15,19,52,124,20110923,,,,,4400408,20040906,CBOE,N,N,A,,,,NYc126685e-e79e-,2024 General Election(P);2022 Primary Election(P);2020 Primary Election(P);2018 General Election(E);2008 Primary Election(P);2006 General Election(P)
PAGE,CHRISTINE,K,,2220,,,WELLS MALL,,APT,,,VESTAL,13760,,,,,,19840921,M,BLK,,04,1,9,Windsor,11,19,52,121,20140404,,,,,9662364,20200511,AGCY,Y,Y,A,,,,NY9dd700e1-d395-,2024 Primary Election(P);2022 Primary Election(P);2020 General Election(P)
SMITH,MELISSA,,,3387,,,FRANCIS PRAIRIE,,,,,VESTAL,13901,,,,,,19430419,F,BLK,,04,7,5,Kirkwood,15,19,52,123,20181209,,,,,9027244,20110201,DMV,N,N,A,,20150523,,NY4788833a-9011-,2025 General Election(P);2025 General Election(P);2023 Primary Election(E);2023 General Election(P);2023 General Election(P);2021 General Election(P);2021 General Election(P);2021 Primary Election(P);2019 Primary Election(A);2019 General Election(P);2019 General Election(F);2017 General Election(E);2017 General Election(P);2017 Primary Election(E);2015 General Election(P);2015 Primary Election(P);2015 General Election(F);2013 Primary Election(P);2013 General Election(P);2013 General Election(P);2011 General Election(E);2011 General Election(P);2011 Primary Election(P)
ADAMS,CHRISTOPHER,,,992,,,ALYSSA PLAINS,,,8,,ENDWELL,13795,,,,,,19710118,F,BLK,,04,27,11,Lisle,10,19,52,121,20060701,,,,,6877930,19940204,CBOE,Y,Y,A,,,,NY97ae744a-3c63-,2025 General Election(E);2024 Presidential Primary Election(P);2024 General Election(P);2023 General Election(P);2020 Presidential Primary Election(A);2020 General Election(P);2019 General Election(P);2018 General Election(E);2016 Presidential Primary Election(A);2016 Primary Election(P);2014 Primary Election(P);2014 General Election(E);2012 Primary Election(P);2011 General Election(F);2010 Primary Election(F);2010 General Election(P);2008 General Election(A);2006 General Election(P);2005 General Election(E);2004 General Election(P);2004 Presidential Primary Election(P);2004 Primary Election(P);2003 General Election(P);2002 Primary Election(P);2002 General Election(P);2001 General Election(P);2000 General Election(E)
GIBSON,SHARON,,,3566,,,SIMMONS VILLAGE,,,,,ENDICOTT,13904,,,,,,19960818,M,REP,,04,28,11,Maine,3,19,52,123,20070202,,,,,6735897,20150928,CBOE,Y,N,A,,,,NYf3cb1391-2387-,2025 General Election(T);2025 General Election(P);2023 Primary Election(P);2023 General Election(M);2023 General Election(P);2021 Primary Election(P);2021 General Election(P);2017 General Election(A);2015 General Election(P);2015 General Election(P)
RODGERS,ELIZABETH,,,2441,,,TIMOTHY FREEWAY,,,1,,VESTAL,13795,,,,,,19340827,M,DEM,,04,18,12,Lisle,10,19,52,121,20050913,,,,,5145646,20120122,DMV,Y,N,A,,,,NY6bbeab65-49e3-,2024 Presidential Primary Election(P);2024 General Election(P);2022 General Election(A);2020 Primary Election(P);2020 Presidential Primary Election(A);2020 General Election(M);2018 General Election(P);2018 Primary Election(P);2016 Presidential Primary Election(M);2016 General Election(P);2014 Primary Election(E);2014 General Election(P);2012 Presidential Primary Election(P);2012 General Election(A);2012 Primary Election(P)
HERNANDEZ,MADELINE,,,1995,,,MORENO PRAIRIE,,,4,,BINGHAMTON,13760,,,,,,19200521,M,BLK,IND,04,5,2,Maine,7,19,52,121,20020811,,,,,9516362,19860214,MAIL,Y,N,A,,20200422,,NY1b42afdc-f512-,2012 Presidential Primary Election(P);2006 General Election(P)
ROBINSON,JUSTIN,,,2580,,,EVAN SQUARES,,APT,,,JOHNSON CITY,13850,,,,,,19430817,F,REP,LBT,04,35,13,City Binghamton,2,19,52,124,20180923,,,,,2026672,20100120,CBOE,N,N,A,,,,NY07a675a6-4fbb-,2024 Primary Election(A);2022 General Election(F);2022 Primary Election(A);2020 General Election(P);2018 General Election(P);2016 Primary Election(P);2016 General Election(P);2014 General Election(P);2012 General Election(P);2010 Primary Election(E);2010 General Election(A)
TAYLOR,LOGAN,,,3283,,,TOMMY UNIONS,,,5,,JOHNSON CITY,13904,,,,,,19920210,M,REP,,04,21,8,Kirkwood,15,19,52,124,20020827,,,,,1323329,20130520,CBOE,N,N,A,,,,NY6009dc8f-a2ad-,2025 General Election(A);2023 General Election(P);2023 General Election(A);2019 General Election(P);2019 General Election(D);2019 Primary Election(P);2013 General Election(F)
BAILEY,ZACHARY,J,II,731,,,WADE SUMMIT,,APT,,,JOHNSON CITY,13790,,,,,,19640211,F,REP,LBT,04,19,10,Colesville,1,19,52,124,20171002,,,,,1342408,19830208,DMV,N,Y,A,,,,NY35ec0c2a-2386-,2024 Presidential Primary Election(O);2023 General Election(P);2016 Presidential Primary Election(P);2016 Primary Election(A);2015 General Election(P);2012 Presidential Primary Election(F);2010 General Election(P);2009 General Election(P);2008 Presidential Primary Election(P);2008 Primary Election(A);2008 General Election(P);2004 Primary Election(P);2004 General Election(P);2003 General Election(P);2001 General Election(P);2000 Primary Election(P);2000 General Election(P);2000 Presidential Primary Election(P)
BLACK,MEGAN,,,1599,,,KATHERINE RAMP,,,,,ENDWELL,13901,,,,,,19310403,F,BLK,,04,28,7,City Binghamton,9,19,52,121,20220928,,,,,8735876,19841228,AGCY,Y,Y,A,,,,NY49785ab1-a97c-,2025 General Election(A);2024 General Election(P);2019 General Election(E);2016 General Election(P);2014 General Election(P);2012 Presidential Primary Election(P);2006 Primary Election(P);2006 General Election(P);2005 General Election(P);2004 Presidential Primary Election(P);2004 Primary Election(P);2001 General Election(A);2000 Primary Election(M)
BROWN,MICHAEL,,,2185,,,BAKER HOLLOW,,APT,,,ENDICOTT,13901,,,,,,19610124,F,REP,,04,25,2,Chenango,7,19,52,124,20000207,,,,,4332091,20040622,MAIL,Y,Y,A,,,,NY3aaf38f6-9f93-,2024 Primary Election(E);2024 General Election(P);2024 Presidential Primary Election(P);2022 Primary Election(E);2020 Primary Election(P);2020 General Election(E);2018 Primary Election(P);2016 Primary Election(P);2010 Primary Election(P);2008 General Election(E);2008 Primary Election(P);2008 Presidential Primary Election(P);2006 General Election(P);2004 General Election(P)
MOORE,KAYLA,,III,1081,,,DONNA HARBORS,,,,,ENDICOTT,13904,,,,,,19660220,F,REP,,04,29,13,Union,1,19,52,124,20050705,,,,,5047151,19900212,AGCY,Y,Y,I,,,,NY9782c6bf-1bd3-,2015 General Election(D)
ADAMS,THOMAS,A,,2767,,,JENKINS SPRING,,APT,,,BINGHAMTON,13904,,,,,,19231205,M,BLK,OTH,04,2,12,Kirkwood,13,19,52,124,20130219,,,,,8057030,19980305,DMV,N,N,A,,,,NYa398d31e-02f7-,2009 General Election(P)
RAMIREZ,TRACEY,,,2612,,,JEFFREY ALLEY,,,,,ENDICOTT,13901,,,,,,19520518,F,OTH,,04,10,11,Lisle,9,19,52,124,20140412,,,,,7025649,20010302,AGCY,N,Y,A,,,,NY7d0c6fd9-958a-,2025 Primary Election(P);2017 General Election(A);2015 Primary Election(P);2003 General Election(P)
ADAMS,TERESA,,,1525,,,RANDALL MANOR,,,,,ENDWELL,13903,,,,,,19521102,F,DEM,,04,27,8,Union,2,19,52,124,20070212,,,,,4063605,19810622,CBOE,N,N,A,,,,NYee051275-aa19-,2025 General Election(P);2024 Primary Election(P);2024 General Election(A);2023 General Election(P);2022 Primary Election(E);2022 General Election(P);2021 General Election(F);2020 General Election(E);2018 Primary Election(O);2016 General Election(P);2016 Presidential Primary Election(P);2014 Primary Election(F);2013 General Election(A);2009 General Election(A);2008 General Election(P);2008 Presidential Primary Election(P);2007 General Election(P);2006 General Election(E);2005 General Election(A);2004 Presidential Primary Election(P);2004 Primary Election(P);2003 General Election(P);2000 General Election(P)
CARLSON,KATHLEEN,M,,2250,,,LAWRENCE ISLAND,,APT,,,VESTAL,13903,,,,,,19480406,M,BLK,,04,36,4,Maine,1,19,52,121,20230517,,,,,1047606,19820302,MAIL,N,Y,A,MAIL-CHECK,,,NY16fa630d-73bd-,2025 General Election(E);2024 Presidential Primary Election(P);2022 Primary Election(P);2021 General Election(P);2020 General Election(M);2020 Primary Election(E);2017 General Election(P);2016 Presidential Primary Election(P);2016 Primary Election(P);2014 General Election(E);2013 General Election(P);2012 Primary Election(P);2012 General Election(M);2010 General Election(A);2008 Presidential Primary Election(P);2008 Primary Election(P);2007 General Election(P);2006 General Election(P);2005 General Election(P);2004 Presidential Primary Election(P);2000 General Election(E);2000 Primary Election(P)
FISCHER,MATTHEW,,,2329,,,JOHNNY BROOKS,,APT,,,ENDWELL,13850,,,,,,19410120,F,DEM,,04,9,10,City Binghamton,8,19,52,121,20060315,,,,,1830831,20210324,AGCY,Y,N,A,,,,NYd5d7b534-ab26-,2025 Primary Election(P);2025 General Election(A);2025 General Election(P);2023 General Election(A);2023 Primary Election(P);2023 General Election(E);2021 General Election(P);2021 Primary Election(E);2021 General Election(M)
CARROLL,KAREN,,,3664,,,GRIFFIN MILL,,,,,BINGHAMTON,13903,,,,,,19660209,M,REP,,04,34,10,Maine,14,19,52,124,20241009,,,,,7077093,20021016,MAIL,Y,N,A,,,,NY14791cc6-e902-,2024 General Election(A);2024 Primary Election(A);2022 General Election(E);2022 Primary Election(P);2020 General Election(P);2020 Primary Election(P);2018 Primary Election(P);2018 General Election(A);2016 General Election(P);2016 Primary Election(P);2014 General Election(E);2014 Primary Election(A);2012 General Election(P);2012 Primary Election(P);2010 General Election(P);2010 Primary Election(P);2008 Primary Election(E);2008 General Election(P);2006 Primary Election(P);2006 General Election(P);2004 General Election(P);2004 Primary Election(P);2002 General Election(P);2002 Primary Election(P)
WYATT,RONALD,,,3810,,,WHITE TUNNEL,,,9,,VESTAL,13905,,,,,,19630320,M,DEM,,04,3,12,City Binghamton,7,19,52,121,20220328,,,,,1184405,20061218,CBOE,N,N,A,,,,NYd52912fb-519a-,2024 Primary Election(D);2024 General Election(P);2022 General Election(P);2020 Primary Election(A);2020 General Election(A);2018 General Election(P);2018 Primary Election(P);2016 General Election(A);2014 Primary Election(P);2012 Primary Election(P);2010 Primary Election(P);2010 General Election(P);2008 General Election(E);2006 General Election(A);2006 Primary Election(P)
PADILLA,NICOLE,,,763,,,KELLER STATION,,APT,10,,BINGHAMTON,13903,,,,,,19760724,M,DEM,,04,34,7,Conklin,11,19,52,124,20030125,,,,,6565627,19960625,DMV,Y,Y,A,,,,NY675f29db-290b-,2022 Primary Election(P);2016 Presidential Primary Election(P);2015 General Election(M);2010 Primary Election(A);2009 General Election(P);2008 Presidential Primary Election(P);2004 Primary Election(P);2002 Primary Election(A);2001 General Election(A)
PERKINS,JANICE,,,545,,,MITCHELL HAVEN,,,,,BINGHAMTON,13790,,,,,,19300303,M,DEM,,04,28,4,Town Binghamton,6,19,52,123,20051108,,,,,1744255,19950907,AGCY,Y,N,A,,,,NYeab408be-8864-,2022 General Election(A);2016 Primary Election(F)
STARK,DAVID,,,3003,,,CONNOR MOUNT,,,,,ENDWELL,13760,,,,,,19490520,M,DEM,,04,35,5,Windsor,13,19,52,121,20200514,,,,,6412729,20160805,AGCY,Y,N,A,,,,NYaea51d63-0044-,2022 Primary Election(E);2020 Primary Election(A);2020 General Election(A);2018 General Election(P);2016 General Election(P)
MCGRATH,MATTHEW,,JR,202,,,ROBYN ISLE,,,,,JOHNSON CITY,13901,,,,,,19680521,M,REP,,04,15,13,Colesville,9,19,52,123,20161228,,,,,2726783,20120308,DMV,N,Y,A,,,,NY18919de3-cb74-,2020 Primary Election(E);2018 Primary Election(P);2016 Presidential Primary Election(M)
SANDERS,PETER,,,438,,,KOCH STREAM,,,,,VESTAL,13795,,,,,,19370421,F,DEM,,04,4,14,Union,14,19,52,124,20090906,,,,,3109415,20170513,MAIL,Y,N,A,,,,NY767ed31f-bed9-,2025 Primary Election(P);2023 Primary Election(P);2023 General Election(P);2021 General Election(A);2021 General Election(P);2021 Primary Election(A);2019 General Election(P);2019 General Election(E);2017 General Election(P);2017 Primary Election(P);2017 General Election(M)
OBRIEN,CHRISTOPHER,,,2560,,,TERRELL HIGHWAY,,,,,JOHNSON CITY,13905,,,,,,19460222,M,DEM,,04,27,10,Town Binghamton,5,19,52,121,20031127,,,,,3271324,20241013,CBOE,N,Y,A,,,,NYd87ada10-1618-,2024 Presidential Primary Election(P);2024 General Election(P)
GREER,MATTHEW,,,2720,,,DOUGLAS CLIFFS,,APT,,,JOHNSON CITY,13905,,,,,,19160108,F,BLK,,04,36,12,Union,3,19,52,123,20171008,,,,,9304477,19961117,MAIL,N,N,A,,,,NY082a31ad-5036-,2025 General Election(E);2024 General Election(P);2023 General Election(P);2020 General Election(A);2016 Presidential Primary Election(D);2016 General Election(O);2014 Primary Election(P);2012 Primary Election(E);2011 General Election(P);2010 General Election(P);2009 General Election(P);2008 General Election(P);2008 Primary Election(A);2007 General Election(P);2006 General Election(P);2005 General Election(P);2004 Presidential Primary Election(P);2003 General Election(P);2002 Primary Election(P);2002 General Election(P);2001 General Election(M);2000 Primary Election(A)
WHITE,YVONNE,T,,1449,,,MATHIS CRESCENT,,,,,JOHNSON CITY,13903,,,,,,19491117,F,DEM,,04,32,12,Lisle,11,19,52,121,20220904,,,,,3603097,19961022,AGCY,Y,Y,A,,,,NYbd5858d4-a4d4-,2024 Presidential Primary Election(P);2012 Presidential Primary Election(P);2012 General Election(P);2008 Primary Election(P);2008 General Election(F);2007 General Election(P);2006 General Election(P);2004 Presidential Primary Election(A)
BURNS,DAVID,,,1041,,,PAYNE ISLE,,,,,BINGHAMTON,13905,,,,,,19820204,F,OTH,,04,12,3,Lisle,15,19,52,124,20120715,,,,,7815732,20050227,MAIL,Y,Y,A,,,,NY2326deda-7298-,2025 General Election(O);2019 Primary Election(P);2009 Primary Election(P)
RAMIREZ,ROBERT,,,2476,,,CYNTHIA MANOR,,,,,ENDWELL,13901,,,,,,19630814,M,REP,,04,17,14,Chenango,9,19,52,124,20101021,,,,,2936415,20200710,AGCY,N,Y,A,,,,NY9b045321-dc03-,2024 General Election(P);2022 General Election(E);2020 Primary Election(A);2020 General Election(E)
TAPIA,LEAH,R,,3144,,,WRIGHT TERRACE,,APT,,,BINGHAMTON,13904,,,,,,19720514,M,REP,,04,22,9,Town Binghamton,15,19,52,123,20080812,,,,,4499553,20150622,MAIL,N,N,A,,,,NYde314404-6bd1-,2025 General Election(E);2025 Primary Election(P);2025 General Election(P);2023 General Election(P);2023 General Election(P);2021 General Election(P);2021 General Election(P);2019 General Election(M);2019 Primary Election(P);2019 General Election(O);2017 General Election(P);2017 General Election(P);2017 Primary Election(A);2015 General Election(P);2015 Primary Election(P);2015 General Election(P)
BARAJAS,JENNIFER,,JR,1336,,,GREEN PLAZA,,,,,JOHNSON CITY,13850,,,,,,19740204,M,DEM,,04,7,4,Chenango,13,19,52,123,20010423,,,,,7697466,20221006,CBOE,Y,N,A,,,,NY90eac418-789d-,2024 General Election(P);2024 Primary Election(P);2022 Primary Election(P);2022 General Election(M)
ROBERTS,ANDREW,,JR,826,,,HARRIS GARDENS,,,,,VESTAL,13850,,,,,,19750717,M,DEM,,04,35,6,Town Binghamton,3,19,52,124,20041007,,,,,3214186,20160927,CBOE,N,N,A,,,,NY2fd310d1-75db-,2020 Primary Election(P);2020 Presidential Primary Election(E);2020 General Election(P);2016 Presidential Primary Election(P)
CAMPBELL,RANDALL,M,,2476,,,MOONEY STREET,,,4,,VESTAL,13904,,,,,,19140823,F,BLK,,04,17,12,Chenango,14,19,52,124,20081104,,,,,6895016,19940404,DMV,N,Y,A,,,,NYde2be245-9893-,2025 General Election(A);2024 Presidential Primary Election(P);2024 Primary Election(P);2022 Primary Election(A);2022 General Election(A);2021 General Election(P);2020 Primary Election(P);2019 General Election(M);2018 Primary Election(A);2018 General Election(P);2017 General Election(P);2016 General Election(P);2015 General Election(P);2012 Primary Election(P);2012 General Election(P);2011 General Election(P);2009 General Election(P);2008 General Election(P);2008 Primary Election(E);2007 General Election(E);2006 Primary Election(P);2005 General Election(A);2004 Presidential Primary Election(P);2004 Primary Election(A);2004 General Election(P);2003 General Election(P);2002 General Election(P);2002 Primary Election(A);2001 General Election(P);2000 General Election(P);2000 Presidential Primary Election(P)
HILL,SAMANTHA,,,3709,,,HANSEN PLAZA,,,,,ENDWELL,13904,,,,,,19160504,F,BLK,,04,14,1,Colesville,8,19,52,123,20190813,,,,,5229860,19860625,DMV,Y,N,A,,,,NY41707c54-0c90-,2025 General Election(P);2022 General Election(E);2020 General Election(A);2020 Primary Election(A);2019 General Election(P);2017 General Election(P);2012 General Election(P);2008 Primary Election(P);2005 General Election(P);2004 General Election(A);2002 General Election(M);2002 Primary Election(P);2000 General Election(M)
KAUFMAN,JODY,,,3738,,,DANIEL FOREST,,APT,,,BINGHAMTON,13905,,,,,,19411022,F,BLK,,04,36,6,Colesville,3,19,52,124,20240128,,,,,4582704,19950307,DMV,N,Y,A,,,,NYe7acca5f-e79a-,2024 General Election(P);2023 General Election(A);2022 General Election(E);2021 General Election(P);2020 Primary Election(A);2019 General Election(P);2009 General Election(P);2008 Primary Election(M);2006 Primary Election(P);2005 General Election(P);2004 Presidential Primary Election(P);2003 General Election(P);2001 General Election(P);2000 General Election(P)
MEYERS,SARAH,,,1777,,,JOSHUA TRAIL,,,,,VESTAL,13760,,,,,,19430419,M,REP,,04,25,14,Maine,4,19,52,121,20151207,,,,,9467718,19981227,AGCY,N,N,A,,,,NY340aaf20-45d1-,2025 General Election(A);2020 General Election(A);2016 Presidential Primary Election(P);2013 General Election(P);2009 General Election(P)
ANDERSEN,APRIL,,,2845,,,KIMBERLY PARKWAYS,,,7,,JOHNSON CITY,13795,,,,,,19570506,F,BLK,,04,10,2,Conklin,11,19,52,121,20021207,,,,,4925903,19820619,CBOE,Y,N,A,,,,NY48325f14-188c-,2010 General Election(E)
TAYLOR,LAUREN,,,1681,,,SHEILA PATH,,,,,JOHNSON CITY,13795,,,,,,19261218,F,REP,,04,10,10,Vestal,2,19,52,124,20021109,,,,,4905619,19961118,DMV,Y,N,A,,,,NY710568e9-4daa-,2016 Primary Election(P);2010 Primary Election(P)
MITCHELL,DAVID,,,901,,,WALTERS ALLEY,,,,,ENDWELL,13795,,,,,,19820604,M,DEM,,04,17,3,Lisle,10,19,52,121,20161218,,,,,5032452,20170428,AGCY,N,N,A,MAIL-CHECK,,,NY0dd51192-237b-,2021 General Election(P)
PIERCE,CHARLENE,R,,2723,,,LOPEZ LANDING,,,,,ENDWELL,13850,,,,,,19730204,F,OTH,,04,27,13,Union,3,19,52,124,20090723,,,,,5883344,20020622,DMV,N,N,A,,20161110,,NY9c5be573-718b-,2022 General Election(E);2014 Primary Election(P);2008 General Election(P)
BARTON,JEFFREY,P,,2561,,,AARON GREENS,,,,,ENDWELL,13904,,,,,,19570211,F,DEM,,04,27,1,Windsor,12,19,52,124,20210802,,,,,3941772,19970428,CBOE,N,Y,A,,,,NY4c3327ce-5fd6-,2017 General Election(P);2015 General Election(P);2012 General Election(E);2012 Primary Election(P);2000 Presidential Primary Election(P)
WALSH,DENNIS,,,2846,,,DEREK STRAVENUE,,,,,JOHNSON CITY,13790,,,,,,19441014,M,DEM,,04,16,11,Town Binghamton,8,19,52,121,20060807,,,,,8269807,19810109,CBOE,N,N,A,,,,NY55de90e1-6526-,2001 General Election(M)
JACKSON,RYAN,,,1545,,,KAREN CAPE,,,8,,ENDWELL,13905,,,,,,19500714,F,REP,,04,7,14,Union,15,19,52,123,20011026,,,,,3967297,19950810,AGCY,N,N,A,,,,NYa2c0aa11-083c-,2025 General Election(P);2024 General Election(P);2023 General Election(P);2022 Primary Election(E);2020 Presidential Primary Election(M);2018 Primary Election(P);2018 General Election(P);2016 Presidential Primary Election(M);2015 General Election(P);2014 Primary Election(P);2013 General Election(P);2012 Presidential Primary Election(A);2011 General Election(P);2005 General Election(P);2004 Presidential Primary Election(P);2004 General Election(E);2000 General Election(P);2000 Presidential Primary Election(P)
HAMILTON,TIMOTHY,K,,1200,,,LANE RAMP,,,,,VESTAL,13850,,,,,,19420918,F,REP,,04,19,6,Kirkwood,1,19,52,121,20041217,,,,,6276662,19990617,CBOE,N,Y,A,,,,NYf96f28e7-ef15-,2022 Primary Election(E);2018 General Election(P);2009 General Election(A);2006 General Election(P);2001 General Election(P);2000 Presidential Primary Election(E)
MORRIS,EDDIE,,,67,,,SHAWN MOUNTAINS,,,,,BINGHAMTON,13790,,,,,,19260509,M,REP,,04,13,14,Town Binghamton,7,19,52,123,20050825,,,,,1196120,19840628,CBOE,Y,N,A,,,,NY7e2de2d7-a336-,2018 Primary Election(P)
THOMPSON,OLIVIA,,,1193,,,CURTIS HEIGHTS,,,,,BINGHAMTON,13790,,,,,,19870624,F,REP,,04,25,8,Vestal,13,19,52,124,20000304,,,,,7709942,20050114,CBOE,Y,N,A,MAIL-CHECK,20150921,,NY961bb46b-a4dc-,2025 General Election(P);2025 General Election(P);2025 Primary Election(P);2023 Primary Election(P);2019 General Election(E);2013 General Election(P);2013 Primary Election(P);2011 General Election(E)
ANDERSON,RAYMOND,,,1176,,,FRANCIS VISTA,,,,,ENDICOTT,13790,,,,,,19420914,M,REP,,04,24,14,City Binghamton,6,19,52,121,20151211,,,,,9025280,20020401,MAIL,N,N,A,,,,NYa4779e1a-ebf4-,2024 General Election(A);2020 Primary Election(P);2020 General Election(M);2018 General Election(P);2016 Primary Election(A);2016 General Election(P);2014 Primary Election(P);2014 General Election(P);2012 Primary Election(P);2012 General Election(E);2010 General Election(P);2008 General Election(P);2008 Primary Election(P);2002 General Election(P)
HAYS,BRYAN,,,3779,,,EMILY LAKE,,,8,,ENDWELL,13904,,,,,,19710609,F,DEM,,04,9,5,Lisle,12,19,52,123,20230922,,,,,9504050,20230904,AGCY,N,Y,I,,,,NYa2b34f3a-838a-,2025 Primary Election(P)
STEWART,WILLIAM,,,1228,,,AMY STREETS,,,,,ENDWELL,13850,,,,,,19561106,M,BLK,,04,2,1,Colesville,9,19,52,124,20040615,,,,,8011086,20001024,AGCY,Y,N,A,MAIL-CHECK,,,NY8056aa6f-b925-,2018 Primary Election(P);2012 General Election(P);2002 Primary Election(P)
WIGGINS,ROBERT,,,2054,,,PAUL KEYS,,,,,BINGHAMTON,13901,,,,,,19840902,F,BLK,,04,8,6,Kirkwood,5,19,52,121,20190428,,,,,5728238,20140401,CBOE,N,N,A,MAIL-CHECK,20170815,,NY6a8303ab-0c08-,2024 General Election(P);2024 Primary Election(E);2022 Primary Election(A);2022 General Election(E);2020 General Election(P);2020 Primary Election(E);2018 General Election(P);2016 Primary Election(P);2016 General Election(P);2014 Primary Election(A);2014 General Election(P)
DANIELS,OLIVIA,,,2461,,,MEYERS VIA,,,,,ENDICOTT,13790,,,,,,19410912,F,DEM,,04,25,12,Windsor,2,19,52,124,20070303,,,,,4953154,20071126,MAIL,N,Y,A,MAIL-CHECK,,,NY3dc02dac-401d-,2025 Primary Election(E);2025 General Election(A);2025 General Election(P);2023 General Election(P);2023 Primary Election(P);2023 General Election(P);2021 General Election(P);2021 Primary Election(P);2021 General Election(P);2019 General Election(P);2019 Primary Election(O);2019 General Election(O);2017 General Election(P);2017 General Election(P);2017 Primary Election(P);2015 General Election(A);2015 General Election(P);2013 General Election(P);2013 General Election(A);2013 Primary Election(P);2011 General Election(P);2011 General Election(P);2011 Primary Election(P);2009 General Election(P);2009 General Election(E);2009 Primary Election(P);2007 General Election(P);2007 Primary Election(P);2007 General Election(E)
WILSON,REBEKAH,S,JR,2040,,,REBECCA MEADOW,,,,,ENDWELL,13901,,,,,,19660906,F,BLK,LBT,04,25,3,Lisle,3,19,52,121,20000204,,,,,8243952,19960524,DMV,Y,Y,I,MAIL-CHECK,20160710,,NY1455585d-11b1-,2024 Primary Election(F);2020 Primary Election(P);2003 General Election(P)
SNYDER,DENISE,J,,1901,,,GABRIEL MOUNTAIN,,,,,ENDICOTT,13760,,,,,,19430628,M,BLK,,04,18,10,Town Binghamton,7,19,52,121,20240120,,,,,6036063,20120624,DMV,Y,N,A,,,,NYb56b821c-2501-,2024 Primary Election(E);2024 Presidential Primary Election(P);2022 Primary Election(F);2020 Presidential Primary Election(P);2020 General Election(A);2018 Primary Election(P);2014 General Election(P);2014 Primary Election(E);2012 General Election(P);2012 Presidential Primary Election(P)
JOYCE,ELIZABETH,,,3651,,,BAXTER HOLLOW,,,,,VESTAL,13760,,,,,,19380622,M,REP,,04,6,6,Kirkwood,13,19,52,123,20030902,,,,,6891514,20150507,AGCY,Y,Y,A,,,,NY838d67ad-6a12-,2025 General Election(P);2025 General Election(P);2023 General Election(A);2023 General Election(A);2021 General Election(A);2021 General Election(P);2021 Primary Election(E);2019 General Election(P);2019 General Election(M);2019 Primary Election(P);2017 General Election(P);2017 Primary Election(E);2017 General Election(P);2015 General Election(O);2015 General Election(P)
JOHNSON,AMBER,,,579,,,BUCKLEY MEADOWS,,,,,JOHNSON CITY,13905,,,,,,19920703,M,BLK,,04,3,1,City Binghamton,12,19,52,123,20171022,,,,,8135110,20240214,CBOE,N,N,A,,,,NYd8f2c924-a624-,2024 General Election(P);2024 Presidential Primary Election(P)
GREENE,JOHN,,,98,,,WALTER PATH,,,,,ENDICOTT,13904,,,,,,19781002,F,DEM,OTH,04,32,8,Windsor,10,19,52,124,20060907,,,,,1452482,20000822,AGCY,N,N,A,MAIL-CHECK,,,NY0d936c5c-1146-,2022 Primary Election(A);2016 General Election(P)
